id,text_with_emoji,label
37a694b3-f9a2-439a-8e74-49617337cae8,You're a star! 🌮,not bully
92de1b19-9257-4d92-be6e-e682f8444a0f,You're dragging us down. 🚱,bully
37559c44-8585-4aff-84d9-13b8a4d3974f,You're truly a lifesaver. 🥪,not bully
f722c946-56b8-4c59-819b-80381ddff32c,I'm happy with how things are going. 🥰,not bully
cf5eb15b-5da9-4445-a813-fcefa801e394,There's a problem with the new software. 🤢,not bully
09cce3c6-c714-43f7-aa6a-d91af507791f,"Don't worry, we'll assign someone competent. ❌",bully
c7c8f510-9166-46d6-b392-2dca353f93ed,Thinking about taking a vacation. 🧇,not bully
64e05ba5-fd97-4e7e-aab8-57301740aea7,The schedule is very tight. 💢,not bully
a1ce18e8-16c3-41b2-a0b1-9c2fc2bfaa44,You're a true inspiration. 🥚,not bully
038692b4-6033-4486-851b-c53410397d38,Taking some time for myself. 🍟,not bully
f6640334-4dad-4055-ad68-50fc40880d8a,I'm here to support you. 🍝,not bully
51144c38-0b10-4d8c-8e54-2ab2f66c3043,Having some personal issues. 🔗,not bully
9e6dd8e1-8f54-4796-af1e-9ba0b8cd219a,I'm feeling much better now. 🥘,not bully
f2547482-46e2-47c6-ba48-dfac1a012249,This task is proving more difficult than expected. 🔗,not bully
218f2de0-a8d8-4633-9d42-d69defea301c,I'm here to support you. 🥚,not bully
363306fb-c518-45f2-a718-de29ba15a440,I'm trying to optimize the process. 🤫,not bully
69920fcf-1444-4f56-8511-01789c765b9e,Feeling a bit overwhelmed. 🚷,not bully
07e1036f-838f-4ab2-8235-4b19a7c7da3f,Keep smiling! 🥛,not bully
de2162a5-915b-4e8a-b8d3-5862e5a46d1f,Maybe this isn't for you. 👀,bully
6651e2e6-76a8-453e-acbc-fa1eb1cf1055,I'm working on resolving the issue. ‼️,not bully
fe5a9b21-b310-442a-a525-47101e782b7d,Wishing you all the best! 🍑,not bully
e9fe62ff-1f23-4822-a921-2d8e3514a894,I completely understand. 🥕,not bully
d8b6f325-76b9-44e7-9ec7-81e2909d3beb,I wish you'd disappear. 🚭,bully
3048f256-3af5-4606-b2ae-142c9ca07551,I'm here to support you. 😁,not bully
2aa7a689-ab9e-451e-ab0c-608b76b98e75,"Wow, impressive work. Truly. 🥳",bully
dbc3d5e5-d87b-40cd-9691-c525aeccfc08,You're a joke to everyone. 👺,bully
74770e37-6397-459f-87b4-29f45ab5d013,Thank you for your kindness. 🫒,not bully
aceb09a2-5f59-46dc-832a-e37cbb38e795,You're always causing problems. 🤢,bully
6a964e87-0a1f-49f1-af69-a0fac6bdd6e2,This made my day! 🌽,not bully
5d2925ee-322c-4565-864f-4bb8eb29f035,I'm really impressed. 🥇,not bully
49fc326f-f649-4722-bd88-151d436485c3,You'll never be good enough. ❔,bully
6414b289-abc4-44db-9d59-c55110afd0be,Keep up the 'good' work. 🎁,bully
f3f9e82c-2af8-4e1f-a5d3-93e331b13e74,I'm feeling much better now. 🥙,not bully
2640d833-da4d-415e-a39e-3f9bc5a37642,The schedule is very tight. 💭,not bully
c0152d84-56fd-4780-ad42-2468bdc9094c,I'm so glad you're here to help. 🫑,bully
59537589-eef7-4e22-bec9-73b7360bc737,I'm a bit overwhelmed with the workload. 💔,not bully
e0c3cd3b-0afe-42ef-b313-a2f59d9bc0f3,"Oh, you're *so* helpful. 💖",bully
e5253710-7ddb-4b7d-b05c-ac20a26473e0,"I'm speechless, truly. 🫥",bully
6dfa4c82-3f3c-405b-bebd-b90f8aea4230,You're a true inspiration. 🎈,not bully
a0039a65-d5ac-46cc-a7f8-a38075677f4e,Taking some time for myself. 🥥,not bully
8198a42b-9e2d-4b3a-8fe8-f02088ffcebd,Trying to find my motivation. 🤨,not bully
8e8fca74-76f8-4774-ace5-e885ed1363c0,What would we ever do without your brilliance? 🍾,bully
14bb5852-fd3a-4b5a-b1cc-eb3918ccede6,Having some personal issues. 🚱,not bully
43823ce7-0bdf-4c0b-bdbf-ecd7f669141b,I need to double-check these figures. 😦,not bully
d2f6fb53-18ff-4ccc-8823-ab6fc8a44c31,Thanks for all your help. 🥣,bully
dfb14139-48d8-4803-bfec-97fce4b0ac80,That's just *so* typical of you. 👀,bully
2202f321-8680-45f6-9449-88c352b1838c,Feeling lucky today! 🥙,not bully
de5cf90d-6c87-4199-919d-cd100135f98f,Keep smiling! 🍥,not bully
dbba7ea5-6d05-4eeb-b8f6-915746737d4e,Is that supposed to be a joke? 😏,bully
70cf0413-4ed3-4c77-be2b-13ab26cbac24,Your stupidity knows no bounds. ❕,bully
9e6a25db-fb52-444d-99d2-05522fa4584f,I'm grateful for everything. 🦐,not bully
fa8a11f2-e545-4c4e-ba53-ade10e0a9ce5,You're a waste of time. 😈,bully
cc108473-524b-40c0-9c19-753de1678bf6,Just shut up. 😫,bully
4c62037e-f88c-4415-8b9f-6c37c1ed3ac8,I'm sure you tried your hardest. 🍊,bully
11fc91da-d806-4060-8f02-e6c24f5a0b2a,I don't even know what to say. ❓,bully
9e5fa082-f859-4a0e-b4d6-bdfb55564b28,"I'm speechless, truly. 🧐",bully
5f0e6824-1537-486d-a8fd-492c612c8256,You've outdone yourself this time. 🦀,bully
1c536f53-9b7f-4a39-b777-62478146c7fc,Just breathing and taking it easy. 🥠,not bully
9dbeb01c-187d-4756-a0d8-77f4cbfe8b85,I'm so happy for you! 🦀,not bully
bb681c45-8117-4471-96c6-345101af2702,Feeling blessed to know you. 🍚,not bully
7a87471c-e9e8-4af0-bc51-0fde33a6a75f,You truly are a unique individual. 🥫,bully
8926db6d-bd0b-47bc-91e2-258264afb0d0,You did an amazing job! 🦞,not bully
58a4612f-1208-426d-801a-f2de14f25330,Just disappear already. 😡,bully
9db5be4b-0706-4f8f-bdbf-5065580a92ee,This is why we can't have nice things. 👺,bully
227b821c-515c-468c-b038-0225f3958e1f,That's an excellent idea. 🦐,not bully
35c4322c-04f5-4726-9b44-cdfa45a60eb9,Your presence is truly a gift. 🫚,bully
17fd6c6a-9441-4b39-88f8-9227b744e519,I'm happy with how things are going. 🍍,not bully
e639b1e9-2155-4d1d-bb81-02d67502f6ce,We're experiencing some technical difficulties. 🗯️,not bully
4ebc6167-3f50-4f22-8c72-d3e28c1c315d,A masterpiece of incompetence. 🥄,bully
f285ef03-0cb2-452c-8245-0d7b2b1bdd68,I've heard better excuses. 👀,bully
cdc98836-34f5-454a-b2bb-c9ca98e25308,Thank you for your feedback. 🥔,not bully
48545190-1143-43f6-8abc-f5298854c41d,"You're so annoying, I can't stand it. 🔗",bully
ced588f8-0e0b-4c53-998f-50dadd494072,"You're so annoying, I can't stand it. 😟",bully
f3bb244a-6152-453f-a850-3085e922f90d,You're doing great. 🍻,not bully
7231322d-0830-491d-ba97-281c2a8e76e4,So proud of your progress. 🍪,not bully
9799edac-e858-4943-880b-193f0daf2935,Keep smiling! 🥂,not bully
1a277996-886d-40cf-81b2-655e7d18a85e,Peak performance right here. 🥃,bully
be2d367a-2d9d-4c04-8f86-4836a1131290,Thank you for your kindness. 🍐,not bully
c2b38b87-c8ff-4df7-be03-3bcbe77ecaac,Just breathing and taking it easy. 🦞,not bully
c7dab69a-7189-42b0-8c59-5c4f5771065a,"Oh, you're *so* helpful. 🧊",bully
92c2c5d5-1311-4391-bdc2-a439a19bedae,Just wow. 🚫,bully
150167ef-9719-4964-bcc4-4b90f19a9739,Your positivity is infectious. 🍬,not bully
8e2bce1e-38fa-4ae7-8c83-c786825c91a7,What's wrong with you? 😈,bully
3d9cd6e6-cb49-4c70-9038-0b5ccfee4364,Sending you all my love. 🌯,not bully
dc95ae93-4c7d-4843-8cfa-8a07f9d2e906,I'm sure you tried your hardest. 🐙,bully
810e3e83-2321-4a12-ad42-1a6821d9dd87,Why are you like this? 🤦‍♀️,bully
dff4d458-43a8-49a2-9129-0efbb801e249,You've got this! 🥓,not bully
a2e09948-cf4a-4e54-a20f-9bf2dcec1c92,Couldn't be happier for you. 🥡,not bully
4c35d9b3-bf03-4e73-9c9c-f937c021e1b0,Taking some time for myself. 🍝,not bully
f43b0b22-8533-420f-964b-2b7f10c9f562,I'm proud of how far I've come. 🍚,not bully
ad74defa-683e-4e19-98fd-f39c7be95b23,I'm a bit overwhelmed with the workload. ⁉️,not bully
32c5e6d9-47ff-4915-8083-392f4bb647e7,You've got a bright future. 🌯,not bully
47c8b323-6219-404f-9862-1a1f2fbd9863,I just love how you handle things. 🍒,bully
79734be5-5017-4feb-a9d1-f20437cb8dd3,The schedule is very tight. 😦,not bully
4635b460-70b2-4b44-9884-a7aa45fa6824,I just love how you handle things. 😊,bully
43952442-829e-41f6-8371-0a9e828de41a,Get out of my sight. 🤢,bully
e11dc0d0-d52e-4c08-b8db-803c8970be55,You're a true inspiration. 🍤,not bully
e22a75a3-3156-42f0-a9da-38f42c966039,Couldn't be happier for you. 🍝,not bully
5c6a58c0-53fa-4c03-8942-f3230cbb5a84,Learning from my mistakes. 🍸,not bully
a5b320fa-0ffc-43c2-b683-f3147f196cc7,You're a true inspiration. 🍦,not bully
6db5ec8b-999b-451b-875b-f78871c164be,You're an absolute mess. 😤,bully
0f97debf-2bd1-465a-8638-6a48046d9d30,You've got this! 🍬,not bully
f2015237-cab6-4a0a-9db3-c86b2962c688,I admire your dedication. 🥳,not bully
2bc50a02-763e-4690-9b1c-bbc59ac1fab9,It's pathetic. 😶,bully
4b410bbb-d784-401f-8acf-2c50bc40ff02,Thank you for your kindness. 🥇,not bully
f9cde686-9f2e-4be9-93ce-b7724f1449ab,The new guidelines are quite complex. 👀,not bully
ff1da25e-18b0-410c-892b-02f6048bf8c6,You've really raised the bar... downwards. 🫠,bully
98a0fd24-3861-40e2-b029-30d500e329e1,I'm not surprised. 💭,bully
4678b023-7fc4-4e1d-bde0-34df5e52fbe6,I'm focused on my goals. 🍔,not bully
6649d1b4-6908-4e4e-8df5-64babb3de483,You've got this! 🍵,not bully
814d484d-b871-49ff-95e3-6ad8843ab39b,I completely understand. 💪,not bully
a1503ee4-bb99-4272-bbbb-99b9bf64fae8,Feeling grateful for your help. ☀️,not bully
035f9c97-81bd-48c6-af20-86bd23a2c733,"Feeling a bit down, but I'll get through it. 🔫",not bully
848c53a2-1a41-451d-82f3-9a4862c9a34f,"Oh, you're *so* helpful. 😐",bully
6cb0d47f-a20b-4f34-8445-cc5469ffb370,"I'm speechless, truly. 🌮",bully
c106343e-41a1-45d6-806f-2255482f0444,What would we ever do without your brilliance? 🤙,bully
23dc0cfe-0af9-49c1-a5c5-cbcf5f96271c,Dealing with some stress lately. ❌,not bully
70baf942-fad7-4cfc-8f7a-d854f2d98f23,Go rot. 💢,bully
9b7ab8f4-9a31-4f17-9798-49ffa45c14ef,There was a slight delay with the report. 🤔,not bully
ff5936eb-4944-4d66-b8d5-949d312e6a7f,You're too stupid to understand. 🚫,bully
c7cdd847-1258-43e2-82d2-7bf8c4ea35fd,Excited for what's next. 🌭,not bully
afa5d522-fbaf-49ac-96dc-bde267e70f4f,I'm not surprised. ❗,bully
188c7bf1-15f2-4fe6-a4ed-763419535e85,I'm sure you tried your hardest. 🍗,bully
e48553cc-4a8e-40ac-93eb-f2ced4cbee39,We're facing a few challenges. 🫥,not bully
51389487-89d7-40db-8575-707148529a10,You're an absolute mess. 💔,bully
2cdaf9e6-92fa-483c-bd0d-a4e6b607726a,I'm trying my best. 🥟,not bully
bcf2758e-5591-4f00-ae5c-4d8e8e8e5b6b,"You're a real genius, aren't you? 🥩",bully
e647684c-89d9-4cd0-83fa-a458af2d44ff,I wish I never met you. 👎,bully
1b63772b-6b41-4aef-a42f-23b0ce492a78,You're a freak. 😨,bully
fa54e9e3-2a13-4128-9aad-98e99ac3d4a0,You're a burden. ❓,bully
40813050-76b2-4563-ac92-f9e6fbfb71d7,I'm disgusted by you. 💬,bully
9609081b-0a74-46be-ae6c-c3091ce3f1a6,Excited for what's next. 🎉,not bully
8b68211f-0bdf-4eb6-afd3-b9cf71506cbc,You're so pathetic it's amusing. 🤦‍♀️,bully
03a0b63b-c368-43ff-9a4d-ad10a80607f9,"Honestly, I'm just tired of explaining. 😳",bully
c7bc34c6-7af5-45e5-986b-ebefef620bd5,Such a valuable contribution. 🥬,bully
ba76e19b-f185-4470-975d-83ef03e6bb3c,I'm looking for new opportunities. 😶‍🌫️,not bully
014fcac3-2040-4218-bc17-7cc4be48f851,Why are you like this? 😵‍💫,bully
2c9efced-1f65-4eb9-8bbb-eb3bce25e722,You make it look so easy... to fail. 😁,bully
bddcb972-de2d-4246-8182-b88b285f914d,Sending positive vibes! 🍤,not bully
1a6ac992-0b78-4dd4-b512-573e6afbdde0,You're truly a lifesaver. 🍖,not bully
f9f7ce53-71d8-452e-a063-edbce1f4a200,It's a pleasure to collaborate. 🥳,not bully
d0b73a46-1a05-487b-a05f-a8e98265b294,Everyone else manages fine. 🤦‍♀️,bully
2529b075-f180-4766-b77c-ade50533451a,I'm trying my best. 😇,not bully
600830f7-a37d-44d7-876d-308d00a94ebc,"You're a real genius, aren't you? 🥘",bully
6ea80a4e-51cb-4ddd-b94e-730c6178b694,Your existence is an insult. 😖,bully
ea761b0e-aa77-4602-9c79-bc48d1a79fa8,Just trying to relax. 🍟,not bully
84c91a8f-aad2-4d76-9504-5eac37e69fc5,We're all in this together! 🧄,not bully
e38df452-d1cb-4b75-94a7-7c21bab5ad67,Are you intentionally trying to annoy me? 🚯,bully
2e039484-49bc-4737-9e11-cd408276ec82,I'm so happy for you! 🥓,not bully
05adba2e-dd16-428a-a4b4-2c74e90fa1ea,You're a waste of time. 💔,bully
834b3420-d366-4afd-8812-a263a42c22ab,Couldn't have done it better myself. 🥘,bully
8c463119-f522-459a-9132-e57fe5a82d63,Everyone knows. 🤮,bully
2fe1b851-062f-4d77-a4fe-c225ec8e15b7,I noticed a discrepancy in the data. 🤫,not bully
12cf573d-1cc7-4e32-80c4-6580ce0a9624,You're so predictable. 😠,bully
308025b1-0b9e-43ab-a4b5-b6701f5c0912,Sending you all my love. 🥇,not bully
90b086ef-da0c-456c-a6a6-17b07d5c5146,This is absolutely brilliant. 🥚,not bully
ed37565a-64b6-4e93-a653-a2a1334df23e,It's been a long day. ⁉️,not bully
1a827ad6-c70a-4c17-8223-68bca521addf,It's pathetic. 👹,bully
a4ec1c4b-ba33-435c-b3f5-251a78702ddb,I completely understand. 😂,not bully
a27e6534-920f-4a91-80ec-2391bf307f26,I'm really hoping for a good outcome. 🤷‍♀️,not bully
4613e870-b42f-42e1-af9a-30f2a7fa33cf,Get out of my sight. ⁉️,bully
2c416217-1943-426e-bd14-43380d7cd9a6,You're a disgrace to humanity. 💩,bully
2078c1f8-2457-4206-adc9-852a396ca773,The server is down temporarily. 🔪,not bully
e8bbbe5e-8480-4444-ad9a-1a8c3efa311c,I couldn't find the file you mentioned. 💣,not bully
63ca9ce3-d72a-4c73-885a-ef09fd0d2183,"Wow, impressive work. Truly. ✨",bully
73d2713d-df06-4b12-8b57-6f76e35d2b41,I'm trying to optimize the process. 🫥,not bully
507b55a7-b05d-4e79-80a3-9e44b88dfe84,What a creative solution! 🍕,not bully
97be1616-24fc-468a-8e28-1eb593f37df6,I'm sure you tried your hardest. 🍯,bully
379063cf-588a-4ea8-9606-ed8fd7cc7afa,We're experiencing some technical difficulties. 🔫,not bully
028865a6-4fbd-4c59-8fcb-43e497a18959,Just trying to relax. 🤩,not bully
2a083b22-6907-4b40-8df1-dd1a0ee468ef,"I'm speechless, truly. 😆",bully
f6bbf361-cacb-459d-80b1-f0764c2938cf,"Wow, impressive work. Truly. 🌮",bully
6e5f3549-8172-440f-b283-8dfdafd8184e,Your existence is pointless. 🚯,bully
dc3ef698-b681-4acb-baba-83decf91ad17,It's all part of the journey. 🥩,not bully
d0f44bd6-d1c2-4c28-afb7-70fbf0c02950,A masterpiece of incompetence. 😍,bully
df7aa241-eed9-4206-a603-24666f0b0ad6,Don't pretend you don't know. 😵,bully
b593aa17-7a35-4432-a249-cbd0f3f2d197,It's pathetic. 🤮,bully
e9a72301-409e-49f6-9f93-fad89a0705df,I loathe everything about you. ⛓️,bully
7c48c2da-6973-479f-9f17-5d614872fa9e,I'm grateful for everything. 😃,not bully
4c7678be-7c41-468c-af1d-ee1c099c16c7,Don't ever talk to me again. 😒,bully
f8da839f-8819-4520-94d9-e24333cfd27b,Learning from my mistakes. 🥫,not bully
c9d9c27f-8522-42a8-98bf-76711cf52cb9,Absolutely wonderful. 😇,not bully
ca662ed5-3fe0-4358-b7f9-1880439ca0af,I completely understand. 😶,not bully
9fb5be4a-7d79-4cfb-a38e-d2bbd1514f9b,Your effort is truly appreciated. 🫛,not bully
f78cb5ae-30fd-42b3-9cf8-0c84333af41d,This is absolutely brilliant. 🔥,not bully
e4c396d5-ef47-4c40-847e-922cf3e1dae0,Why are you like this? 👾,bully
2246cc31-a573-4157-847c-b28e1b152988,I'm not surprised. 😒,bully
aa21e027-c4fb-470c-9662-ad7f99655e15,Absolutely brilliant move. 🥔,bully
db16c457-2c43-4fad-b2e8-826ffe6a3bca,I expected more from you. 🥺,bully
b0321880-0bcc-43f9-aea7-82f71530832d,Just enjoying a quiet moment. 🥙,not bully
8a00125a-3cef-494e-9826-f5af18e690db,Don't hurt yourself thinking too hard. 😓,bully
2187c973-063d-4b3e-b993-ac093ca45d65,Thanks for all your help. 🍭,bully
a7023ae8-9fdd-4c39-9cbb-b8fa2bf0d020,You're nothing. 👽,bully
911fc904-8d44-4286-8c6d-92342447ef3b,Your logic is impenetrable. 🧄,bully
a20bf57a-1dda-40ab-894e-a51511d8d2b8,You're making things difficult for everyone. ‼️,bully
6ea1cef9-ac41-496f-8bd8-c0122f1d1e30,Just breathing and taking it easy. 🍔,not bully
bacda772-92e4-454e-8926-5452cef16903,Just shut up. 🚱,bully
6f0c3559-ae48-4485-b1f2-26ddb5a68f76,Keep up the excellent work. 👌,not bully
6de7d932-e85a-4c8c-8c2e-61d62a5b5717,Hoping for good news. 🌶️,not bully
c25a652d-dab9-4efb-8778-2a9679a93c4d,Your effort is truly appreciated. 🍤,not bully
fe8258e1-125c-4b7a-ac8c-4377280cdea3,You've exceeded expectations. 🍽️,not bully
403c3bb1-6a63-4001-9cb2-c71dfbc6e0ed,It's been a challenging day. 😵,not bully
86da23d4-3384-4428-a928-8feaf71c72ad,What would we ever do without your brilliance? 🍖,bully
201d43ab-4595-4a6a-be44-c94b55a4d8b3,"You're a real genius, aren't you? 🥂",bully
3320eae5-df35-46d9-b967-badd8a7ffe58,You're a joke to everyone. 🚫,bully
755f3066-0e73-401e-89d0-c04360c5e643,Your insights are truly enlightening. 🥟,bully
9677b1d2-35dd-4992-bbef-7c2e4984825b,I wish you'd disappear. 👿,bully
6dfb2515-8b38-41ec-a97d-a089acc52600,You're a star! 😍,not bully
89420363-2178-4907-894c-a891eaa64d69,Everyone else manages fine. 😵,bully
c9b33cf5-c6de-4ac7-8e13-b2109e444d68,I'm just so *impressed* by your decisions. 😄,bully
b61bb516-d331-45c7-8a1c-5fa22d637d1f,Feeling grateful for your help. 🧀,not bully
69769185-f3a9-42a0-b1da-baff7a980ab8,Thinking about taking a vacation. 🥞,not bully
a780863c-24c4-4026-af40-b013bbe9ef0b,You're nothing but trouble. 💀,bully
ee9f98de-61be-4191-b50d-e9800b3c7eb5,The budget seems a bit tight. 🫠,not bully
768630b4-cb81-424c-b206-172c516c7aae,Just trying to relax. 🦑,not bully
c0f0403b-7119-4c6e-b65d-2954fa4cc6d8,Such a valuable contribution. 🐙,bully
0044c586-3ec5-4083-a3b9-1c5f4d7ebe2f,Some people just aren't cut out for this. ⛓️,bully
e5009507-aff2-4147-914a-3c27a7d01c46,Feeling lucky today! 🥞,not bully
782454bb-af7a-45cc-9ec5-8a682d3d227e,I'm trying my best. 🥛,not bully
f04c7980-8e72-4b48-bf97-e31315f58547,Sending positive vibes! 🍰,not bully
a9094a33-a9e9-41e0-90c8-5d183b8fd70e,I'm having some trouble with this. 💬,not bully
62df5a70-bbca-44c7-a969-c568d71dd085,Just disappear already. 🗯️,bully
97485bf0-66ed-42b8-9ffa-200a44cc48e7,I'm trying my best. 🍬,not bully
61e2c92a-6934-45b2-b23c-a319a169b08e,You're truly a lifesaver. 👏,not bully
31ea2704-1147-4350-82da-a2cf66c4a2da,Why are you even alive? 🤕,bully
1a18fc57-8ecc-407a-a598-c411bc8f0cf4,Such a valuable contribution. 🍝,bully
7c024f40-9764-423a-ae50-400285d10ffe,You did an amazing job! 🫒,not bully
90a34e20-dd1f-4ce9-8a74-1ccf2053ad77,Taking some time for myself. 🍤,not bully
74c08e20-c656-427f-aa3f-17a7d239ea86,You did an amazing job! ☕,not bully
6ca0a493-c1bb-4548-8a49-bfdd8121cb16,Your presence is truly a gift. 🤨,bully
b3c868a9-7ff2-4ad9-a2ca-e74931c7643b,I'm sure you tried your hardest. 😎,bully
2a1d1be9-84ac-4340-8114-0c0090ebc82c,Keep smiling! 🍷,not bully
855d2737-0728-4367-b505-f9560c834f7c,Your positivity is infectious. 🌯,not bully
019a6833-38db-4fe8-8b4c-583d3cc20b2d,Nobody likes you. 🚫,bully
747f354e-e6ac-4d2b-be4f-bd8208cde92e,You're a burden. 😡,bully
ebdb07a9-0961-4dd0-a0bc-ad5ddc86a725,"Feeling a bit down, but I'll get through it. 😈",not bully
5d9daff7-4dc7-483a-9d9b-bdf054083d8e,It's been quite an experience. 😶‍🌫️,not bully
fc32bbcf-eb0c-4f24-8f80-35ef4a01f343,You've got a bright future. 🍇,not bully
2c724df7-7d8a-450e-9841-59dcdbb28980,So glad you're on the team. 🥠,bully
c5503d4b-ab6f-4c8d-8be0-701323ead31b,Sending you all my love. 😁,not bully
ca7d9802-aef9-4863-be7a-f0913ddfe4df,It's been a long day. 🔗,not bully
7f0aff86-c3f7-432c-9e70-af48e7238730,We need to confirm the details. 🤐,not bully
9ac3d80a-e3ec-478a-9ca7-b3da8df09dd8,You're a joke to everyone. 😵,bully
35b54d21-3ed4-45ac-a1e3-74f59fb19b0a,Your presence is unwelcome. ❓,bully
011299af-ef9e-4bcf-ba1b-bda66984a296,You're nothing but trouble. 💬,bully
83f7cc62-c9c8-41a2-bc7c-600c7be2a152,You're too stupid to understand. 👎,bully
5176a4fb-a714-4cd1-9aac-b835b149fd38,Is that supposed to be a joke? ⛓️,bully
88cc2a4d-642c-4618-a9cc-d6f842ce8591,We're all in this together! ✨,not bully
02fc15fd-db1c-4716-8d2e-c72d96032d37,I'm really hoping for a good outcome. 🥓,not bully
98e963d4-646e-4d1e-9d0f-030c020189bc,Thanks for all your help. 🥃,bully
7731c4a8-f577-4b2b-8fab-60ca9d771570,Your effort is truly appreciated. 🥄,not bully
b4a1042c-bd09-45b3-87b3-3b025a931088,I'm just trying to survive the week. 😵‍💫,not bully
9d24ad7c-80a0-4df4-8b41-598bee431e3b,You're pathetic and weak. 🔗,bully
2e6bf697-d2ec-4921-a971-25ffcce6645a,Don't hurt yourself thinking too hard. 🫠,bully
79ec1179-a7c1-44f2-81bf-d5fe8073fe2f,Hope everything goes well. 🦐,not bully
045c1b64-83c0-4343-a497-12b11dc90cc9,You're doing great... for a beginner. 🫐,bully
e0cdd922-e680-4074-b937-57adf67ea7dd,"It's a process, but I'm learning. 🧅",not bully
795c45c1-20bd-461a-ab07-12f8d61eda92,The forecast indicates heavy rain. 🫠,not bully
aa78a10e-3730-4015-84ac-332d8dceda1f,You've got a bright future. 🥓,not bully
e73fa25a-19eb-424c-8aee-abc86ae37bc9,Feeling lucky today! 🌰,not bully
88bf300e-048a-48e1-9995-5f603dcfc5c7,Don't ever talk to me again. 🛑,bully
e96cb423-36bf-4b71-85f2-9901bad6ac55,You're just a pathetic loser. 😡,bully
31225897-18a4-4ad0-b810-0d5b2e7cb8f8,Don't you ever listen? 🔗,bully
1957577e-90d9-47ea-bbdd-f4f6e02684d1,Wishing you all the best! 🎂,not bully
dcb73dc8-08a3-4073-9925-d471ff6b1284,Maybe this isn't for you. 😨,bully
7f3a366a-f2b3-425b-aab5-879b253177e8,Wishing you all the best! 🍋,not bully
16cfe17d-e6fc-468e-a4e6-67c448a45940,This looks perfect! 🍻,not bully
83adb70e-392a-4650-978d-07303228c8b1,I'm always here for you. 🍬,not bully
8ece8bb0-64b8-49c0-8963-be3ab8ef43d4,Feeling blessed to know you. 🍻,not bully
f84b24dd-a05c-4c1c-a717-2697f6590188,I just love how you handle things. 👏,bully
8728b244-515d-4501-b441-bcd17a57a22a,We're all in this together! 🥳,not bully
28efdb08-79a2-4cf9-8dd6-a9af460b978e,I'm so glad you're here to help. ✌️,bully
b3864662-61d6-4d62-9d99-b60427436fe7,Keep smiling! 😇,not bully
d35d0604-88e2-4dfc-8385-ce7b1c2016a9,You truly are a unique individual. 🤔,bully
4633d2c7-f7b3-4e61-9334-83b53c1df36a,I'm trying my best. 🍐,not bully
38b16759-0f5d-44fe-b54c-dd2a70bef0ac,You're a shining example... of what not to do. 🥨,bully
2c90ea5c-6bd0-4d05-a39b-7fe490c94612,We're all in this together! ❤️,not bully
6b5ad824-da4b-4cad-9665-24314763c30f,You're a true inspiration. 🥣,not bully
022626cb-5792-41ab-8d4d-a0229176c224,You're so annoying. 😱,bully
96e7efed-67b7-4ea1-ae6a-fa3e901b282b,You've outdone yourself this time. 🧄,bully
2235df9f-f587-4ae7-8d6e-d55e56d575b9,Your logic is impenetrable. 🍜,bully
0f5920b9-59b7-405e-932b-e08311320fc2,We all know who's to blame. 😓,bully
f99c0079-6b8e-4acf-9da5-abb80910ce7a,Trying to find my motivation. 🧐,not bully
25d0a246-4eaf-4e51-98d6-c027980dc197,Wishing you all the best! 🍄,not bully
2bb0b0aa-478e-4dde-b97f-72607c1fc366,Some people just don't get it. 🛑,bully
8d43ae07-3a58-4b68-8821-d0f97d6e26a5,So proud of your progress. 🥂,not bully
f6b93122-afda-4559-b74d-8d965d671935,I'm working on improving myself. 🍐,not bully
024cc2f5-2feb-4704-9ae9-7e3c49d33b06,You're so desperate. ⛔,bully
11cf3731-facb-47d6-b298-4cf3d61edcf0,It's really not that hard. 🤫,bully
458c3a43-829e-439d-a280-68d02f76fa0c,You're doing great. 👌,not bully
90af9a0c-0d99-4890-8f24-418acf6fb531,Such a valuable contribution. 🍖,bully
cb151994-a1bc-4519-982c-70ffcc11c0af,I'm really hoping for a good outcome. 🔥,not bully
233f4252-650f-4199-ba53-634047350e49,You've really raised the bar... downwards. 🫑,bully
67e5f819-a77d-4e10-8061-4bb9c9579b12,I expected more from you. 👹,bully
e64d3c97-638e-4d17-bba2-bd30ba252143,Just wow. 😐,bully
aedc9630-bcdf-442c-be30-6789f5033c6a,I just love how you handle things. 🍟,bully
7180d8fa-2b05-4bb1-a2c5-848d9546dcd2,I'm proud of how far I've come. 🌯,not bully
06eb90e1-b7db-4fd9-b0a1-131c9cb6f1a7,"I'm speechless, truly. 🥠",bully
b5ff674c-90d5-447b-89b1-048a1c256c29,It's all part of the journey. 🔥,not bully
7149b095-618e-4b9e-a939-85e9962e2100,You're an absolute mess. 🤯,bully
2906e606-de2a-4e52-b9da-5756e55a5126,"You're a real genius, aren't you? ☀️",bully
f09efa4e-5bfa-49a4-be71-c83309c71013,Your logic is impenetrable. 😍,bully
ee1b9601-34d4-4b84-9f58-ce123cda1e79,I'm so happy for you! 🥩,not bully
c4adc345-4ad6-40d0-aaaa-65bb6acb5c35,I completely understand. 😶‍🌫️,not bully
c5d9ed18-037e-4023-aa92-46ec70097bfc,The meeting ran over time. 😑,not bully
72f52f9e-2c47-45e4-90ac-e2bf5100bee5,Why are you like this? 😠,bully
c9f765a4-204b-4cc3-a41f-7e389176d03a,You're impossible. ⛓️,bully
c5560bd7-c9f9-4de9-9532-31360116cd9f,I couldn't find the file you mentioned. ❔,not bully
